accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,latitude,longitude,minimum_nights,number_of_reviews,d_centre,instant_bookable_f,instant_bookable_t,room_type_Home_or_apt,room_type_Privateroom,room_type_Sharedroom
2,1,1,1,1,1,52.38936816,4.884269007,2,6,1.528758397,1,0,1,0,0
2,1,1,2,1,2,52.35474563,4.888871387,2,43,2.809183531,0,1,1,0,0
4,1.5,2,1,2,1,52.37937869,4.884682287,2,20,1.000690337,1,0,1,0,0
4,1.5,4,1,4,1,52.3923044,4.930564026,3,5,2.565720044,1,0,1,0,0
2,1,1,1,1,1,52.3623366,4.944610838,2,3,3.592125662,1,0,1,0,0
6,1,2,1,4,1,52.40129731,4.936657918,1,0,3.522724717,0,1,1,0,0
4,1,2,1,1,1,52.3571788,4.908290914,7,34,2.518680264,1,0,1,0,0
2,1,1,1,1,1,52.36285989,4.914468059,2,11,2.081712423,1,0,1,0,0
1,1,1,1,1,2,52.37109596,4.940897696,1,105,2.953387515,1,0,0,1,0
2,1,1,2,1,2,52.36300755,4.941258242,3,21,3.359579463,1,0,1,0,0
2,1,1,1,1,1,52.34558877,4.895957738,1,32,3.741260945,1,0,0,1,0
2,1,1,1,1,1,52.36928433,4.880261376,3,13,1.703750216,1,0,1,0,0
1,1,1,1,1,1,52.36925322,4.874272481,2,3,2.032794639,1,0,0,1,0
2,1,1,1,2,1,52.37794043,4.854066607,5,2,3.080437259,1,0,1,0,0
4,1,1,1,1,1,52.34800257,4.901705698,4,10,3.46903141,0,1,1,0,0
2,1,1,4,1,4,52.35768665,4.855448094,2,2,3.823011006,0,1,0,1,0
2,1,1,1,2,1,52.40716003,4.914846037,2,138,3.279354236,0,1,0,1,0
2,1,1,1,1,1,52.37645604,4.849726023,3,2,3.385462424,1,0,1,0,0
4,1,0,1,2,1,52.36960798,4.892481629,3,68,1.164405829,1,0,1,0,0
3,1,1,1,1,1,52.36382059,4.895175321,3,22,1.732051438,1,0,0,1,0
2,1,0,1,1,1,52.33877118,4.920128305,2,4,4.705951159,1,0,1,0,0
1,1,1,1,1,1,52.3690158,4.919904112,2,79,1.790861194,1,0,0,1,0
2,1,1,2,2,2,52.37246363,4.854546549,1,6,3.13531814,1,0,1,0,0
4,1,1,1,2,1,52.37507488,4.874643791,2,18,1.742547705,1,0,1,0,0
4,1,3,1,1,1,52.37211903,4.949593705,3,0,3.492544243,1,0,1,0,0
4,1.5,2,1,2,1,52.36985461,4.91744824,2,3,1.603129301,1,0,1,0,0
2,1,2,1,1,1,52.36671264,4.872466412,2,5,2.295399296,1,0,1,0,0
2,1,0,1,1,1,52.36357441,4.908515791,4,22,1.841395748,1,0,1,0,0
2,1,2,1,2,1,52.36298172,4.933026218,2,15,2.905008889,1,0,1,0,0
4,1,1,1,2,1,52.35166064,4.853780361,2,7,4.353559602,1,0,1,0,0
2,1,1,1,1,1,52.36718888,4.886493321,2,2,1.596461029,1,0,1,0,0
4,1,3,1,2,1,52.34730039,4.911862217,2,2,3.642649117,0,1,1,0,0
2,1,1,1,1,1,52.36589162,4.937869594,2,2,2.997401003,1,0,1,0,0
4,2.5,2,1,2,1,52.36098515,4.870703788,2,3,2.809113398,1,0,1,0,0
1,2.5,1,1,1,1,52.31984595,4.943691889,1,0,7.246658148,1,0,0,1,0
4,1,2,1,2,1,52.36233587,4.974780742,3,11,5.44452223,1,0,1,0,0
2,1,1,1,1,1,52.37858669,4.95739108,2,86,3.932285092,1,0,0,1,0
2,1,1,1,1,1,52.35479978,4.901439123,2,12,2.713678203,1,0,1,0,0
4,1,1,1,2,1,52.36363859,4.856256862,2,9,3.400939389,1,0,1,0,0
4,1,0,28,1,29,52.37752231,4.896530094,3,0,0.27023599,1,0,1,0,0
4,1,3,1,1,1,52.3862671,4.950061834,5,1,3.523160516,1,0,1,0,0
2,1,1,1,1,1,52.38441463,4.885774966,2,28,1.093267009,1,0,1,0,0
2,1,1,1,1,1,52.37300699,4.875883774,2,4,1.738879343,1,0,1,0,0
3,1,2,1,2,1,52.35631172,4.915956562,2,6,2.778539714,0,1,1,0,0
2,1.5,1,1,1,1,52.35623062,4.85498224,2,8,3.950289083,1,0,1,0,0
4,1,2,1,2,1,52.34681381,4.922554176,3,7,3.924992083,0,1,1,0,0
2,1,1,28,1,36,52.35735345,4.89780832,2,17,2.428974239,1,0,1,0,0
2,1,1,1,2,1,52.38147852,4.868886174,3,15,2.087499508,1,0,1,0,0
2,1,1,2,2,2,52.35862736,4.902876067,1,162,2.296840185,0,1,0,1,0
2,1,1,1,2,1,52.36027101,4.929906517,3,55,2.948733512,0,1,1,0,0
2,1,1,1,1,1,52.37545259,4.858731997,2,12,2.791956957,1,0,1,0,0
4,1,3,1,1,1,52.36645091,4.850250256,3,0,3.624471148,1,0,1,0,0
2,1,1,1,1,1,52.36200233,4.898956913,1,4,1.910141799,1,0,1,0,0
2,1,1,1,2,1,52.37001131,4.871259996,2,21,2.166259729,1,0,1,0,0
4,1,4,1,2,1,52.3632694,4.875722734,4,10,2.391016084,1,0,1,0,0
2,1,1,1,2,1,52.36169255,4.862348358,3,31,3.179689965,1,0,1,0,0
2,1,1,1,1,1,52.37952259,4.892224393,2,8,0.4902577,1,0,1,0,0
3,1,1,1,2,1,52.35255907,4.802816915,2,23,7.192694961,1,0,0,1,0
2,1,1,1,1,1,52.35789371,4.902891564,3,3,2.378061882,1,0,1,0,0
4,1,3,1,1,1,52.34023879,4.852713784,7,5,5.365279805,1,0,1,0,0
2,1,0,1,1,1,52.35687355,4.898381838,4,13,2.480828238,1,0,1,0,0
2,0.5,1,1,1,1,52.38301158,4.882359601,1,9,1.233432758,1,0,1,0,0
2,1,1,1,1,1,52.3748238,4.880796281,2,40,1.354012652,1,0,1,0,0
3,1,1,2,1,2,52.36353842,4.988877656,1,0,6.31292935,0,1,0,1,0
4,1,2,1,1,1,52.35556552,4.904907438,4,24,2.651330329,1,0,1,0,0
4,1,3,1,1,1,52.36091625,4.889575761,3,3,2.137823428,1,0,1,0,0
4,1.5,1,20,2,24,52.36834848,4.883122774,2,4,1.635634769,1,0,1,0,0
3,1,1,1,1,1,52.36702315,4.86273353,1,39,2.833072155,1,0,1,0,0
4,1,2,1,2,1,52.3526469,4.889561934,2,16,3.024559549,1,0,1,0,0
2,1,1,1,1,1,52.3730084,4.853956145,2,2,3.160506626,1,0,1,0,0
2,1.5,2,1,1,1,52.35678333,4.936352044,2,8,3.532005245,1,0,1,0,0
2,1,1,5,1,5,52.36415786,4.932917773,2,3,2.819884566,1,0,1,0,0
4,1,3,1,1,1,52.36901544,4.833240271,8,0,4.630653375,1,0,1,0,0
2,1,1,1,1,1,52.35988235,4.86303477,2,12,3.271267272,1,0,1,0,0
4,1,2,1,2,1,52.33586469,4.940639435,2,90,5.567788941,1,0,0,1,0
3,1,1,1,2,1,52.34971563,4.932836907,3,55,3.983170314,0,1,1,0,0
2,1,1,1,2,1,52.36456837,4.865015164,3,3,2.844604063,1,0,1,0,0
4,1.5,2,3,1,3,52.37011226,4.897364771,2,31,1.018347487,1,0,1,0,0
4,2,3,1,1,1,52.37873024,4.930006812,1,0,2.07472984,1,0,1,0,0
2,1,1,1,1,1,52.35297611,4.8918892,1,18,2.957521327,1,0,0,1,0
4,1.5,3,1,1,1,52.35852126,4.997362148,1,0,7.030385301,1,0,1,0,0
3,1,1,1,1,1,52.37915804,4.870560919,1,46,1.958389038,1,0,1,0,0
2,1,1,1,1,1,52.37040702,4.912452755,3,32,1.316356327,1,0,1,0,0
4,1,2,1,2,1,52.36482209,4.895902821,3,1,1.61436954,1,0,1,0,0
2,1,1,1,1,1,52.37741499,4.883319879,2,0,1.110547802,1,0,1,0,0
2,1,2,1,3,1,52.38893531,4.949286972,2,1,3.550786986,1,0,1,0,0
2,1.5,1,1,1,1,52.3576158,4.857970532,1,3,3.69606363,0,1,0,1,0
2,1,1,1,1,1,52.4180519,4.88181754,1,6,4.480733706,1,0,0,1,0
5,2,2,3,4,4,52.37402331,4.878298323,1,14,1.544263107,1,0,1,0,0
2,1,1,1,1,1,52.35394932,4.878967185,2,1,3.129657164,1,0,0,1,0
6,1.5,2,1,1,2,52.37677528,4.944710337,3,61,3.083270777,1,0,1,0,0
3,1,2,1,1,1,52.34027739,4.943236748,2,2,5.247407806,1,0,1,0,0
2,1,1,2,1,2,52.36703689,4.881359117,1,4,1.823959142,1,0,1,0,0
2,1,1,1,1,1,52.29627314,4.973320008,2,4,10.49132591,1,0,0,1,0
2,1,1,1,1,1,52.36565704,4.947955883,2,1,3.619332096,1,0,1,0,0
6,1,3,1,1,1,52.35176887,4.919741196,2,1,3.34423758,1,0,1,0,0
4,1,2,1,1,1,52.35026912,4.904472593,2,2,3.231882671,1,0,1,0,0
2,1,1,1,1,1,52.34210352,4.903305991,2,10,4.12951006,1,0,1,0,0
2,1,1,4,1,4,52.37620453,4.874589388,1,0,1.717498397,1,0,0,1,0
2,1,1,2,2,2,52.35900647,4.806174234,1,20,6.713187676,1,0,0,1,0
2,1,1,2,2,2,52.34328404,4.871495517,2,75,4.417413363,0,1,0,1,0
3,1,2,1,2,1,52.36336558,4.877459302,2,0,2.305233049,1,0,1,0,0
2,1,1,1,1,1,52.37325259,4.906363544,3,9,0.810161666,1,0,1,0,0
2,1,0,5,1,5,52.37594689,4.897770036,3,21,0.377487597,0,1,0,1,0
4,1,3,1,1,1,52.34562584,5.008389807,5,3,8.281392277,1,0,1,0,0
2,1,0,15,1,16,52.36835089,4.881468591,2,0,1.713353053,0,1,1,0,0
2,1,1,1,1,1,52.37902983,4.876689528,2,2,1.542758852,1,0,0,1,0
2,1,2,1,1,1,52.37852709,4.855730953,3,8,2.96530218,1,0,1,0,0
2,1,2,1,2,1,52.35583174,4.82719466,3,39,5.546242475,1,0,1,0,0
5,2,4,1,1,1,52.35569596,4.852795813,5,0,4.102249812,1,0,1,0,0
4,1,1,3,3,3,52.37842713,4.828092526,2,16,4.839986472,1,0,1,0,0
4,1,0,1,1,2,52.3763398,4.845194414,4,0,3.692824511,1,0,1,0,0
2,1,1,1,1,1,52.34811918,4.84691256,5,2,4.962001215,1,0,1,0,0
4,1.5,1,1,1,1,52.36420778,4.937687324,3,2,3.083558111,1,0,1,0,0
2,1,1,1,1,1,52.36675988,4.921209655,1,5,2.022580712,1,0,1,0,0
2,1,1,1,1,1,52.38219371,4.877051573,2,3,1.554331298,1,0,1,0,0
2,1,1,2,1,2,52.36222953,4.929925174,3,19,2.798636485,1,0,0,1,0
4,1,1,1,4,5,52.32633918,4.877302891,2,93,6.06195389,0,1,1,0,0
2,1,0,2,1,2,52.35150824,4.901893125,4,1,3.080561414,1,0,1,0,0
2,1,1,1,1,1,52.34946787,4.902921815,1,8,3.311247065,1,0,0,1,0
2,1.5,1,1,1,1,52.35122045,4.861694492,5,2,4.026986328,1,0,1,0,0
2,1,1,2,1,2,52.3732882,4.906416502,4,0,0.80904222,1,0,1,0,0
2,1,1,1,1,2,52.37680341,4.880286225,3,6,1.325490437,1,0,0,0,1
4,1,2,1,2,1,52.37986374,4.887666008,4,12,0.801580003,1,0,1,0,0
2,1,1,2,1,2,52.35512534,4.920408179,1,5,3.029298643,1,0,0,1,0
5,2,3,1,1,1,52.35743111,4.885944456,2,14,2.585219012,1,0,1,0,0
2,1,1,1,1,1,52.37634989,4.847494705,3,0,3.537279792,1,0,1,0,0
4,1.5,2,3,4,3,52.3718991,4.870698997,4,67,2.110817391,1,0,1,0,0
2,1,1,1,1,1,52.38482285,4.878914874,2,12,1.525953704,1,0,1,0,0
1,1,1,1,1,2,52.36731818,4.87385807,1,9,2.179501363,1,0,0,0,1
2,1,1,2,1,2,52.41650667,4.878918671,2,170,4.373957223,1,0,0,1,0
3,1,1,2,2,2,52.35651723,4.899649697,2,66,2.519446524,1,0,0,1,0
3,1,1,1,1,1,52.36482555,4.864345497,1,3,2.86599542,1,0,1,0,0
2,1.5,1,1,1,1,52.35246024,4.853883298,4,1,4.286530325,1,0,1,0,0
2,1,0,2,1,2,52.36136095,4.867712676,2,4,2.925091414,0,1,0,1,0
4,1,2,1,2,1,52.36556751,4.868129749,2,8,2.607884335,1,0,1,0,0
4,1,2,1,3,1,52.37381113,4.849864402,5,25,3.415220272,1,0,1,0,0
4,1,4,1,1,1,52.35305558,4.935756319,1,1,3.809080008,1,0,1,0,0
3,1,2,1,1,1,52.34397432,4.89785243,3,3,3.914701753,1,0,1,0,0
4,1,2,1,1,1,52.3248418,4.982480159,5,0,8.261357294,1,0,1,0,0
2,1,0,1,2,2,52.3982694,4.905640556,2,0,2.161729554,0,1,1,0,0
2,1,2,1,2,1,52.34094032,4.902355475,2,21,4.255019739,1,0,1,0,0
4,2.5,3,1,1,1,52.37402732,4.94593579,4,4,3.206530043,1,0,1,0,0
2,1,1,1,1,1,52.36652154,4.870514421,2,21,2.414598069,0,1,1,0,0
2,1,1,1,1,1,52.38392259,4.875718101,1,149,1.692293237,0,1,0,1,0
3,1,2,1,1,1,52.35304009,4.829637237,1,37,5.556228606,1,0,1,0,0
2,1,1,1,1,1,52.36880654,4.849753856,2,5,3.562233084,1,0,0,1,0
2,1,0,1,1,1,52.36881783,4.871249477,2,16,2.232402166,1,0,1,0,0
4,1,2,1,1,1,52.34814074,4.907302176,2,3,3.491339823,1,0,1,0,0
2,1,1,1,1,1,52.37943886,4.854085676,2,0,3.076090575,1,0,1,0,0
2,1,1,1,1,1,52.36623845,4.85231381,1,2,3.505649863,1,0,1,0,0
2,1,1,1,1,1,52.37042249,4.877774507,2,10,1.762832874,1,0,1,0,0
4,1,2,1,1,1,52.3513957,4.903914213,1,6,3.103479824,1,0,1,0,0
2,1,0,1,1,1,52.38082471,4.87132026,2,3,1.915484409,1,0,1,0,0
2,1,1,1,1,1,52.36357358,4.934918106,2,0,2.967833682,1,0,0,1,0
5,1,3,1,4,1,52.36967234,4.849746718,6,3,3.532674836,1,0,1,0,0
2,1.5,1,1,1,1,52.36081988,4.936635815,3,8,3.246357549,1,0,1,0,0
4,1,1,1,2,1,52.37877992,4.885128302,2,13,0.971284228,1,0,1,0,0
2,1,1,1,1,1,52.35825413,4.992038812,2,12,6.700319778,1,0,0,1,0
2,1,0,2,1,2,52.37177024,4.872116186,4,86,2.028154445,1,0,1,0,0
4,1.5,2,25,1,25,52.36884995,4.872092759,2,4,2.181722944,0,1,1,0,0
2,1,1,2,1,2,52.36823908,4.853210748,1,258,3.363528576,1,0,0,1,0
2,1,0,1,1,1,52.35573656,4.896508402,1,1,2.6136891,1,0,1,0,0
2,1,1,2,1,2,52.34878845,4.832131536,2,123,5.680515586,1,0,0,1,0
2,1,1,2,1,2,52.37211164,4.951646329,1,268,3.628538218,0,1,0,1,0
4,1,0,1,2,1,52.35204494,4.908539232,1,89,3.079052716,1,0,0,1,0
2,1,0,1,1,1,52.36342813,4.885978136,1,12,1.974988329,1,0,1,0,0
2,1,1,1,1,1,52.38342142,4.881907358,2,8,1.278317653,1,0,0,1,0
3,1,1,1,2,1,52.37560653,4.866682581,1,13,2.256948343,1,0,1,0,0
2,1,1,1,1,1,52.37159077,4.846988119,1,5,3.656561111,1,0,1,0,0
3,1,1,1,2,2,52.35593297,4.898879278,2,6,2.584599786,1,0,1,0,0
4,1,2,1,3,1,52.38197689,4.883654477,3,18,1.114098908,1,0,1,0,0
2,1,1,2,1,4,52.37559619,4.894907974,2,56,0.503533676,1,0,0,1,0
2,1,1,1,1,1,52.35945991,4.860253078,1,5,3.445672971,1,0,0,1,0
4,1,2,2,2,2,52.34659233,4.910152547,1,26,3.694652687,1,0,1,0,0
4,1,1,1,2,2,52.37463785,4.796339349,2,20,7.011785692,1,0,1,0,0
3,1,1,1,1,1,52.37401931,4.873959163,1,16,1.820962918,1,0,1,0,0
2,1,1,1,1,1,52.37152997,4.854160544,1,153,3.186914158,0,1,0,1,0
4,1,2,5,2,8,52.33679368,4.908526335,3,2,4.751451311,1,0,1,0,0
4,1,2,1,2,1,52.36796169,4.85289822,3,4,3.394521455,1,0,1,0,0
2,1,1,1,1,1,52.36318665,4.926845952,2,7,2.573299698,1,0,1,0,0
2,1,1,1,1,1,52.37422382,4.94456378,2,1,3.111047307,1,0,0,1,0
4,1,2,1,1,1,52.36575449,4.897243535,4,26,1.500270247,1,0,1,0,0
1,1,0,1,2,2,52.38542015,4.878801674,7,20,1.561234405,1,0,1,0,0
2,1,1,1,1,1,52.37561732,4.925602418,2,0,1.819219504,0,1,1,0,0
2,1,1,1,1,1,52.38987641,4.887385671,2,37,1.441512449,0,1,1,0,0
4,1.5,3,1,2,1,52.37371008,4.858635555,2,3,2.833688211,1,0,1,0,0
2,1,1,45,1,47,52.34001284,4.919702527,2,3,4.565650775,0,1,1,0,0
2,1,1,1,1,1,52.35947744,4.892350978,3,3,2.242504769,1,0,1,0,0
6,1,3,1,1,1,52.34631169,4.90630361,1,0,3.683140963,1,0,1,0,0
5,0.5,2,1,4,1,52.32161856,4.978271405,2,81,8.340723817,1,0,1,0,0
2,1,1,1,1,1,52.3777164,4.854488698,2,4,3.053074779,1,0,1,0,0
2,1,1,1,1,1,52.36824731,4.924616029,2,0,2.097092913,1,0,1,0,0
4,2,2,1,1,1,52.37466466,4.892440216,2,1,0.691143013,1,0,1,0,0
2,1,1,1,1,2,52.3527283,4.852482876,3,9,4.335276158,1,0,1,0,0
2,1,1,1,1,1,52.34539992,4.864790157,2,5,4.429967845,1,0,1,0,0
4,1,2,1,1,1,52.37911924,4.893857208,1,7,0.378174766,1,0,1,0,0
2,1,1,1,1,1,52.34712711,4.856416199,2,3,4.605904164,1,0,1,0,0
1,1,2,1,2,1,52.35411079,4.84796384,5,10,4.467893538,1,0,0,1,0
4,1,2,1,1,1,52.35039358,4.848593225,3,11,4.705271903,1,0,1,0,0
2,1,1,1,2,1,52.36624172,4.860153561,2,5,3.028359685,1,0,1,0,0
2,1,1,1,1,1,52.36773132,4.903854588,2,9,1.308126988,1,0,1,0,0
2,1,1,1,1,1,52.37159386,4.931081448,2,10,2.307100667,1,0,1,0,0
4,1,2,1,4,1,52.37065741,4.862718564,2,3,2.664952109,1,0,1,0,0
2,1,1,1,1,1,52.35342776,4.829414924,1,2,5.54671782,1,0,0,1,0
4,1,2,1,1,1,52.3669458,4.919812615,6,2,1.9398654,1,0,1,0,0
4,1.5,3,1,1,1,52.38360055,4.792062981,3,3,7.299364321,1,0,1,0,0
4,1,3,1,3,1,52.35946905,4.923076375,5,4,2.715883689,1,0,1,0,0
2,1,1,1,2,1,52.35676833,4.855437821,2,52,3.888168067,1,0,1,0,0
6,1.5,2,1,4,1,52.38285637,4.915254533,2,38,1.148101072,1,0,1,0,0
4,1,1,1,2,1,52.39163679,4.889534302,2,30,1.53752378,1,0,0,1,0
2,1,0,1,1,1,52.35661327,4.887604389,2,1,2.633944801,1,0,1,0,0
4,2.5,3,1,4,1,52.38532164,4.886514176,7,0,1.109981264,1,0,1,0,0
4,1.5,2,6,2,6,52.34942214,4.830787671,2,1,5.712997193,1,0,1,0,0
3,1,2,1,2,2,52.34599317,4.888846021,2,2,3.75817236,1,0,1,0,0
2,1,1,1,1,1,52.35576281,4.854285301,2,13,4.019989689,1,0,1,0,0
2,1,1,1,1,1,52.37384059,4.87183135,2,22,1.964389237,1,0,1,0,0
2,1.5,2,1,1,1,52.38209034,4.869619864,2,1,2.047696175,1,0,1,0,0
4,1,2,3,2,3,52.37101588,4.930616986,2,88,2.302389318,1,0,0,1,0
2,1,1,1,2,1,52.38541155,4.871779752,2,22,1.998981227,1,0,1,0,0
4,1,2,1,1,1,52.34615196,4.902684116,3,0,3.677875589,1,0,1,0,0
2,1,1,1,1,1,52.38045448,4.875838411,3,1,1.606533433,1,0,1,0,0
2,1,1,1,1,1,52.38994626,4.879301731,3,4,1.814664201,1,0,1,0,0
4,1,1,14,1,16,52.36652313,4.896493869,3,0,1.421531853,0,1,1,0,0
2,1,1,1,1,1,52.37745205,4.859944704,2,93,2.685528239,0,1,0,1,0
4,1,4,1,1,1,52.3607455,4.977468082,2,1,5.677544081,1,0,1,0,0
5,1.5,3,1,2,1,52.34652301,4.893856675,3,3,3.649667958,1,0,1,0,0
2,1.5,1,1,1,1,52.36242935,4.944041965,1,1,3.55383085,0,1,1,0,0
2,1,1,1,1,1,52.38344123,4.871148751,2,3,1.975755803,1,0,1,0,0
3,1,1,3,1,3,52.35742784,4.920958562,2,0,2.825119699,1,0,0,1,0
2,1,1,1,2,1,52.34467946,4.893009684,1,78,3.859554535,1,0,1,0,0
2,1,0,1,1,1,52.36143635,4.895450922,3,6,1.991161168,1,0,1,0,0
3,1,1,5,2,5,52.35114807,4.854099846,1,2,4.378525256,1,0,0,1,0
2,1,1,1,1,1,52.37178642,4.921790135,4,17,1.725547384,1,0,0,1,0
4,1,1,1,2,1,52.33014789,4.868981791,3,1,5.828401045,1,0,1,0,0
1,1,1,1,1,1,52.37196228,4.852109563,1,0,3.309207254,1,0,1,0,0
2,1,1,1,2,1,52.35620053,4.890768478,1,4,2.621342,1,0,1,0,0
3,1,2,1,3,1,52.34542035,4.892455634,4,2,3.782281459,1,0,1,0,0
4,1,2,1,1,1,52.35992292,4.833767567,3,109,4.942930968,1,0,1,0,0
2,1,0,1,1,1,52.36131618,4.858855738,1,2,3.394618931,1,0,1,0,0
2,1.5,1,1,1,1,52.36594605,4.865716304,2,10,2.71986982,1,0,0,1,0
2,1,1,2,1,2,52.37722664,4.873541941,2,52,1.769695281,1,0,0,1,0
2,1,1,1,1,1,52.38091475,4.852840388,2,6,3.166198703,1,0,1,0,0
4,1.5,2,1,2,1,52.37628811,4.876237496,3,6,1.606053848,1,0,1,0,0
2,1.5,1,1,1,1,52.35448459,4.852071631,4,9,4.226476852,1,0,1,0,0
2,1,1,4,1,4,52.3714941,4.901445151,1,1,0.865944657,0,1,0,1,0
2,1,1,1,1,1,52.361511,4.863109318,2,0,3.151536075,0,1,1,0,0
3,1,1,1,2,2,52.37634552,4.855939846,2,15,2.967165301,1,0,1,0,0
4,1,1,1,1,1,52.38170643,4.855094109,1,2,3.020464559,1,0,0,1,0
2,1,1,1,1,2,52.35150923,4.918785077,2,18,3.344544945,1,0,0,1,0
2,1,1,1,1,1,52.36198961,4.891439183,3,20,1.986709822,1,0,1,0,0
2,1,1,2,1,2,52.39038483,4.891275743,2,235,1.361557792,0,1,0,1,0
2,1,1,1,2,1,52.30555877,4.976263818,2,0,9.703461269,0,1,1,0,0
2,1,1,1,1,1,52.3624562,4.853874408,3,42,3.607090408,1,0,1,0,0
4,1,1,1,3,1,52.37749161,4.862780268,3,6,2.493373916,1,0,1,0,0
4,1,0,1,4,1,52.38512646,4.932024156,2,15,2.307146894,1,0,1,0,0
2,1,1,2,1,2,52.35901762,4.87669699,2,3,2.721000189,1,0,0,1,0
2,1,1,29,1,32,52.36522227,4.8733941,2,0,2.351449918,0,1,1,0,0
4,1,2,1,1,3,52.36629168,4.854295092,2,0,3.38101658,1,0,1,0,0
4,1,2,1,3,1,52.37464037,4.968406822,2,3,4.706398302,1,0,1,0,0
4,1,2,1,2,1,52.37500629,4.877909721,1,54,1.532156825,1,0,1,0,0
2,1,1,1,1,1,52.37213504,4.849419023,6,0,3.482180029,1,0,1,0,0
4,1,2,1,2,1,52.37281014,4.905645709,2,4,0.824753439,1,0,1,0,0
2,1,1,1,1,1,52.36770193,4.8721766,2,17,2.24685501,1,0,1,0,0
2,1,1,1,1,1,52.3766295,4.871459894,2,0,1.918657815,1,0,1,0,0
2,1,1,1,1,1,52.36504972,4.937927589,2,2,3.048002832,1,0,1,0,0
2,1,1,1,1,1,52.35472611,4.880996791,2,5,2.992402466,1,0,1,0,0
5,1,1,3,2,3,52.36188828,4.875140472,3,75,2.532246071,1,0,0,1,0
2,1,1,2,1,2,52.35747315,4.922861654,2,15,2.889787083,1,0,0,1,0
2,1,1,1,1,1,52.34596586,4.903483009,4,0,3.702151041,1,0,1,0,0
4,1,2,1,2,1,52.35218187,4.851939003,2,0,4.403638346,0,1,1,0,0
4,1,2,1,1,1,52.36604176,4.852832658,2,40,3.48270057,1,0,1,0,0
2,1.5,1,2,1,2,52.37305205,4.894493534,1,7,0.759786696,1,0,0,1,0
2,1,1,1,1,1,52.41006763,4.92181621,3,2,3.752151354,0,1,0,1,0
4,1,1,2,2,2,52.38237348,4.889114473,2,27,0.784177846,1,0,1,0,0
2,1,1,1,1,1,52.32592935,4.880130916,3,0,6.061729097,1,0,0,1,0
4,1,2,2,1,2,52.34912201,4.869200162,2,0,3.920688678,1,0,1,0,0
2,1,1,45,1,47,52.35650116,4.91419007,2,4,2.712795135,0,1,1,0,0
3,1,2,1,2,2,52.36206941,4.867356508,3,0,2.890490127,1,0,0,1,0
2,1,1,1,1,1,52.37731844,4.883607147,2,11,1.093365814,1,0,0,1,0
2,2,1,1,1,1,52.36007138,4.864772179,4,1,3.169094642,1,0,1,0,0
2,1,0,2,1,2,52.3627977,4.894281443,1,100,1.854690375,0,1,1,0,0
2,1.5,1,2,1,2,52.34652945,4.891463788,2,0,3.669345586,1,0,0,1,0
4,1,2,91,1,103,52.37423854,4.879627852,2,0,1.451683156,0,1,1,0,0
3,1,1,1,2,1,52.35165884,4.797054108,1,91,7.590643748,1,0,0,1,0
2,1,0,1,1,1,52.35583002,4.889608743,7,16,2.679960888,1,0,1,0,0
4,1,1,1,2,1,52.37769107,4.85188876,1,12,3.229348084,1,0,1,0,0
2,1,1,1,1,1,52.3432423,4.90821323,1,6,4.038795866,1,0,1,0,0
4,1,2,1,1,1,52.34575016,4.859671956,2,4,4.592097708,1,0,1,0,0
2,1,0,1,1,1,52.37389189,4.848024141,5,0,3.536694244,1,0,1,0,0
2,1,0,4,1,4,52.36416565,4.885019397,2,6,1.934726691,0,1,0,1,0
2,1,1,2,1,2,52.33287994,4.881238725,2,0,5.292149705,1,0,1,0,0
4,1.5,2,1,2,1,52.37934441,4.870148525,1,3,1.986431412,1,0,1,0,0
4,1,0,1,2,1,52.35811396,4.900129959,3,172,2.342446682,1,0,0,1,0
2,1,1,1,1,1,52.38153334,4.870010956,2,7,2.012571128,1,0,1,0,0
2,1,0,1,1,1,52.37325279,4.882687966,3,8,1.313493476,1,0,1,0,0
2,1.5,1,25,1,25,52.36560453,4.857850764,2,0,3.199513642,0,1,1,0,0
2,1,2,1,1,1,52.33411396,4.874633923,1,10,5.284137139,1,0,1,0,0
4,1,2,1,4,1,52.36509273,4.868676199,1,39,2.609123739,1,0,1,0,0
4,1,1,1,2,1,52.35968129,4.894019004,1,0,2.198676717,0,1,1,0,0
5,2,3,2,1,1,52.35788231,4.99561407,6,0,6.94233221,1,0,1,0,0
2,1,1,42,1,43,52.3608528,4.890557237,2,32,2.124701279,1,0,1,0,0
4,1,2,1,2,1,52.3609528,4.836391137,2,11,4.732944107,1,0,1,0,0
2,1,1,1,1,1,52.38460417,4.835188871,4,0,4.398914788,1,0,0,1,0
2,1,1,1,2,1,52.38719086,4.883387157,2,2,1.405321071,1,0,1,0,0
2,1,2,50,1,106,52.40918336,4.900973652,3,0,3.334768336,1,0,1,0,0
2,1,1,1,1,1,52.37185003,4.968199743,2,19,4.736022373,1,0,0,1,0
4,1,2,2,1,2,52.36130561,4.910701205,1,9,2.129329956,1,0,1,0,0
2,1,1,1,1,1,52.36292449,4.935449643,2,3,3.03950815,1,0,1,0,0
2,1,1,1,1,1,52.37382866,4.873175972,5,20,1.878070312,1,0,1,0,0
2,1,1,1,1,1,52.36969786,4.904798345,3,130,1.11579218,0,1,1,0,0
4,1,1,1,2,1,52.36699201,4.873482096,2,14,2.221789597,1,0,1,0,0
4,1,2,1,2,1,52.37838291,4.846705687,3,16,3.577745438,1,0,1,0,0
